Level: State
Unit:Per Capita (dollars), Real (2020$)
State,Year,(R63) Liquor Stores Revenue (A90),(E024) Total Educ-Direct Exp,(E025) Total Educ-Cur Oper,(E036) Educational Assistance (E19),(E087) Police Prot-Direct Exp,(E088) Police Prot-Cur Oper (E62),(E089) Police Prot-Cap Outlay,(E090) Public Welf-Direct Exp,(E091) Public Welf-Cur Oper,(E092) Public Welf-Cash Asst,(E106) Liquor Store and Utility Expend,(E107) Liquor Stores-Tot Exp,(E108) Liquor Stores-Cur Oper (E90),(E109) Liquor Stores-Cap Out
Utah,2004.0,$             81,$           1391,$           1229,$             50,$             64,$             59,$              5,$           1125,$            976,$            139,$             59,$             59,$             59,$              0
Utah,2005.0,$             82,$           1299,$           1171,$             54,$             69,$             65,$              4,$           1066,$            922,$            142,$             60,$             60,$             60,$              0
Utah,2006.0,$             87,$           1346,$           1203,$             55,$             72,$             70,$              3,$           1085,$            948,$            137,$             63,$             63,$             63,$              0
Utah,2007.0,$             93,$           1365,$           1212,$             57,$             55,$             54,$              2,$           1005,$            882,$            123,$             68,$             68,$             68,$              0
Utah,2008.0,$             98,$           1460,$           1290,$             62,$             57,$             55,$              2,$            983,$            863,$            119,$             71,$             71,$             71,$              0
Utah,2009.0,$            100,$           1562,$           1296,$             63,$             55,$             53,$              2,$           1077,$            924,$            152,$             74,$             73,$             73,$              0
Utah,2010.0,$            101,$           1447,$           1257,$             67,$             55,$             53,$              2,$           1135,$            928,$            207,$             75,$             75,$             75,$              0
Utah,2011.0,$            102,$           1506,$           1289,$             87,$             57,$             54,$              3,$           1137,$            915,$            221,$             75,$             75,$             75,$              0
Utah,2012.0,$            106,$           1515,$           1254,$             71,$             58,$             55,$              3,$           1200,$            928,$            267,$             77,$             77,$             77,$              0
Utah,2013.0,$            111,$           1469,$           1265,$             74,$             58,$             54,$              4,$           1213,$            961,$            248,$             79,$             79,$             79,$              0
Utah,2014.0,$            115,$           1459,$           1262,$             76,$             57,$             54,$              3,$           1222,$            995,$            223,$             81,$             81,$             81,$              0
Utah,2015.0,$            122,$           1543,$           1333,$             82,$             52,$             50,$              2,$           1241,$           1022,$            216,$             87,$             87,$             87,$              0
Utah,2016.0,$            127,$           1660,$           1351,$             91,$             54,$             51,$              4,$           1262,$           1051,$            207,$             91,$             91,$             91,$              0
Utah,2017.0,$            129,$           1630,$           1379,$             80,$             51,$             48,$              2,$           1267,$           1063,$            200,$             93,$             93,$             93,$              0
Utah,2018.0,$            131,$           1642,$           1385,$             81,$             52,$             49,$              3,$           1257,$           1072,$            182,$             93,$             93,$             93,$              0
Utah,2019.0,$            134,$           1706,$           1465,$             93,$             54,$             51,$              3,$           1284,$           1119,$            160,$             95,$             95,$             95,$              0
Utah,2020.0,$            136,$           1684,$           1437,$            103,$             60,$             56,$              4,$           1409,$           1250,$            155,$             98,$             98,$             98,$              0
Vermont,1977.0,$            238,$            806,$            700,$             68,$             60,$             57,$              3,$            698,$            483,$            212,$            236,$            236,$            236,$              0
Vermont,1978.0,$            218,$            818,$            709,$             66,$             64,$             60,$              4,$            664,$            480,$            182,$            215,$            215,$            214,$              1
Vermont,1979.0,$            201,$            854,$            677,$             66,$             59,$             56,$              3,$            642,$            445,$            196,$            201,$            201,$            199,$              2
Vermont,1980.0,$            176,$            798,$            688,$             58,$             59,$             54,$              5,$            585,$            388,$            196,$            174,$            174,$            174,$              0
Vermont,1981.0,$            165,$            792,$            671,$             60,$             53,$             50,$              3,$            623,$            425,$            197,$            152,$            152,$            152,$              0
Vermont,1982.0,$            153,$            796,$            675,$             61,$             62,$             57,$              4,$            665,$            457,$            208,$            150,$            150,$            149,$              1
Vermont,1983.0,$            142,$            813,$            700,$             66,$             71,$             67,$              5,$            682,$            491,$            191,$            138,$            138,$            138,$              0
Vermont,1984.0,$            136,$            838,$            732,$             72,$             68,$             64,$              3,$            714,$            515,$            199,$            134,$            134,$            133,$              0
Vermont,1985.0,$            128,$            908,$            760,$             76,$             73,$             69,$              5,$            744,$            559,$            183,$            123,$            123,$            121,$              2
Vermont,1986.0,$            131,$            951,$            796,$             78,$             70,$             64,$              5,$            776,$            579,$            181,$            126,$            126,$            126,$              0
Vermont,1987.0,$            124,$            913,$            782,$             85,$             63,$             57,$              6,$            798,$            609,$            185,$            118,$            118,$            118,$              0
Vermont,1988.0,$            115,$           1000,$            834,$             84,$             76,$             67,$              8,$            782,$            611,$            170,$            109,$            109,$            108,$              1
Vermont,1989.0,$            108,$           1020,$            860,$             90,$             75,$             68,$              6,$            884,$            719,$            163,$            103,$            103,$            102,$              0
Vermont,1990.0,$            101,$           1079,$            876,$             92,$             79,$             72,$              7,$            928,$            758,$            169,$             96,$             96,$             96,$              0
Vermont,1991.0,$             94,$           1031,$            881,$             96,$             77,$             73,$              3,$           1121,$            917,$            203,$             91,$             91,$             91,$              0
Vermont,1992.0,$             93,$           1052,$            899,$             98,$             86,$             79,$              8,$           1191,$            957,$            232,$             92,$             89,$             89,$              0
Vermont,1993.0,$             90,$           1045,$            886,$             94,$             82,$             75,$              7,$           1219,$            993,$            225,$             92,$             86,$             86,$              1
Vermont,1994.0,$             83,$           1001,$            861,$             91,$             73,$             69,$              4,$           1327,$           1112,$            212,$             81,$             77,$             76,$              1
Vermont,1995.0,$             81,$           1054,$            883,$             92,$             77,$             72,$              6,$           1440,$           1240,$            196,$             79,$             76,$             76,$              0
Vermont,1996.0,$             77,$           1061,$            885,$             97,$             94,$             89,$              5,$           1402,$           1225,$            173,$             75,$             71,$             71,$              0
Vermont,1997.0,$             74,$           1059,$            891,$            100,$             80,$             74,$              6,$           1383,$           1237,$            145,$             75,$             71,$             71,$              0
Vermont,1998.0,$             74,$           1053,$            892,$            104,$             83,$             76,$              7,$           1468,$           1331,$            134,$             80,$             70,$             69,$              0
Vermont,1999.0,$             75,$           1057,$            858,$            108,$             62,$             55,$              6,$           1410,$           1255,$            153,$             79,$             71,$             71,$              0
Vermont,2000.0,$             71,$           1107,$            880,$            122,$             92,$             85,$              7,$           1725,$           1588,$            137,$             79,$             72,$             72,$              0
Vermont,2001.0,$             78,$           1167,$            958,$            130,$             99,$             94,$              6,$           1800,$           1698,$            100,$             85,$             75,$             74,$              0
Vermont,2002.0,$             77,$           1224,$           1009,$            130,$            113,$            107,$              5,$           1768,$           1633,$            132,$            107,$             78,$             78,$              0
Vermont,2003.0,$             80,$           1367,$           1128,$            110,$            131,$            125,$              5,$           2080,$           1922,$            154,$             99,$             75,$             75,$              0
Vermont,2004.0,$             78,$           1340,$           1111,$            110,$            136,$            125,$             11,$           2243,$           2076,$            163,$             83,$             77,$             77,$              0
Vermont,2005.0,$             81,$           1496,$           1178,$            115,$            163,$            152,$             10,$           2394,$           2274,$            115,$            120,$             79,$             79,$              0
Vermont,2006.0,$             82,$           1617,$           1209,$            118,$            153,$            145,$              8,$           2294,$           2168,$            122,$            126,$             80,$             80,$              0
Vermont,2007.0,$             82,$           1682,$           1283,$            122,$            143,$            137,$              6,$           2408,$           2284,$            120,$            132,$             83,$             83,$              0
Vermont,2008.0,$             82,$           1602,$           1350,$            132,$            141,$            136,$              5,$           2414,$           2289,$            120,$            141,$             84,$             84,$              0
Vermont,2009.0,$             86,$           1635,$           1341,$            161,$            137,$            133,$              4,$           2624,$           2473,$            147,$            143,$             86,$             86,$              0
Vermont,2010.0,$             85,$           1654,$           1383,$            183,$            133,$            123,$             10,$           2662,$           2520,$            138,$            142,$             85,$             85,$              0
Vermont,2011.0,$             86,$           1657,$           1384,$            188,$            153,$            143,$             10,$           2674,$           2595,$             75,$             84,$             84,$             84,$              0
Vermont,2012.0,$             88,$           1662,$           1419,$            182,$            173,$            165,$              8,$           2673,$           2607,$             57,$             91,$             90,$             90,$              0
Vermont,2013.0,$             89,$           1717,$           1484,$            188,$            176,$            160,$             16,$           2867,$           2801,$             56,$             92,$             91,$             91,$              0
Vermont,2014.0,$             91,$           1733,$           1477,$            199,$            178,$            176,$              3,$           2994,$           2931,$             52,$             95,$             95,$             95,$              0
Vermont,2015.0,$             93,$           1750,$           1498,$            205,$            195,$            185,$              9,$           3036,$           2936,$             84,$             98,$             98,$             98,$              0
Vermont,2016.0,$            105,$           1938,$           1569,$            215,$            170,$            164,$              7,$           3180,$           3077,$             88,$            101,$            101,$            101,$              0
Vermont,2017.0,$            106,$           1831,$           1423,$            228,$            131,$            125,$              6,$           3014,$           2964,$             38,$            100,$            100,$            100,$              0
Vermont,2018.0,$            108,$           1779,$           1412,$            251,$            134,$            125,$              9,$           2902,$           2853,$             37,$            114,$            103,$            103,$              0
Vermont,2019.0,$            103,$           1743,$           1395,$            258,$            141,$            132,$              9,$           2935,$           2891,$             33,$            122,$            105,$            105,$              0
Vermont,2020.0,$            130,$           1753,$           1388,$            271,$            149,$            135,$             13,$           3043,$           2997,$             34,$            122,$            111,$            111,$              0
Virginia,1977.0,$            155,$            544,$            507,$             14,$             43,$             40,$              3,$            224,$            223,$              0,$            131,$            131,$            130,$              0
Virginia,1978.0,$            150,$            573,$            520,$             16,$             30,$             27,$              3,$            324,$            222,$            103,$            117,$            117,$            117,$              0
Virginia,1979.0,$            141,$            577,$            518,$             18,$             32,$             29,$              3,$            322,$            225,$             97,$            117,$            117,$            116,$              2
Virginia,1980.0,$            133,$            556,$            501,$             18,$             31,$             26,$              6,$            326,$            238,$             88,$            109,$            109,$            109,$              0
Virginia,1981.0,$            124,$            580,$            503,$             22,$             30,$             27,$              3,$            334,$            242,$             92,$            106,$            106,$            106,$              0
Virginia,1982.0,$            121,$            529,$            460,$             24,$             30,$             27,$              2,$            352,$            269,$             83,$            104,$            104,$            104,$              0
Virginia,1983.0,$            118,$            546,$            477,$             25,$             31,$             28,$              3,$            329,$            248,$             81,$             98,$             98,$             98,$              0
Virginia,1984.0,$            106,$            597,$            543,$             22,$             29,$             27,$              2,$            327,$            252,$             75,$             88,$             88,$             88,$              0
Virginia,1985.0,$            101,$            633,$            562,$             23,$             32,$             31,$              2,$            322,$            250,$             73,$             84,$             84,$             84,$              0
Virginia,1986.0,$            103,$            659,$            565,$             26,$             32,$             29,$              3,$            293,$            217,$             75,$             85,$             85,$             85,$              1
Virginia,1987.0,$             97,$            689,$            607,$             27,$             35,$             32,$              3,$            302,$            223,$             78,$             81,$             81,$             81,$              0
Virginia,1988.0,$             90,$            690,$            593,$             28,$             38,$             35,$              3,$            309,$            233,$             75,$             76,$             76,$             76,$              0
Virginia,1989.0,$             85,$            726,$            614,$             32,$             40,$             36,$              3,$            312,$            242,$             69,$             72,$             72,$             72,$              0
Virginia,1990.0,$             80,$            756,$            652,$             34,$             46,$             42,$              4,$            362,$            291,$             70,$             68,$             68,$             68,$              0
Virginia,1991.0,$             78,$            716,$            629,$             35,$             40,$             37,$              3,$            470,$            355,$            114,$             63,$             63,$             62,$              0
Virginia,1992.0,$             74,$            709,$            617,$             39,$             37,$             35,$              2,$            524,$            402,$            121,$             61,$             61,$             61,$              0
Virginia,1993.0,$             70,$            715,$            623,$             42,$             37,$             34,$              3,$            594,$            468,$            124,$             59,$             59,$             59,$              0
Virginia,1994.0,$             65,$            742,$            638,$             45,$             38,$             35,$              4,$            595,$            471,$            123,$             56,$             55,$             55,$              0
Virginia,1995.0,$             63,$            762,$            639,$             56,$             38,$             35,$              3,$            635,$            510,$            123,$             54,$             53,$             52,$              1
Virginia,1996.0,$             61,$            816,$            623,$            118,$             39,$             36,$              3,$            634,$            514,$            120,$             53,$             52,$             52,$              0
Virginia,1997.0,$             61,$            753,$            636,$             51,$             38,$             34,$              4,$            682,$            567,$            114,$             54,$             54,$             53,$              0
Virginia,1998.0,$             59,$            799,$            664,$             53,$             40,$             36,$              4,$            696,$            580,$            111,$             56,$             54,$             53,$              1
Virginia,1999.0,$             61,$            796,$            671,$             55,$             42,$             39,$              3,$            706,$            591,$            113,$             56,$             55,$             54,$              0
Virginia,2000.0,$             63,$            834,$            704,$             54,$             45,$             41,$              3,$            749,$            629,$            119,$             57,$             56,$             56,$              0
Virginia,2001.0,$             65,$            870,$            738,$             55,$             45,$             43,$              2,$            793,$            669,$            123,$             64,$             58,$             58,$              0
Virginia,2002.0,$             67,$            919,$            748,$             59,$             46,$             42,$              3,$            715,$            689,$             25,$             63,$             61,$             60,$              1
Virginia,2003.0,$             70,$            887,$            738,$             56,$             45,$             42,$              3,$            882,$            749,$            131,$             64,$             61,$             61,$              1
Virginia,2004.0,$             75,$            906,$            734,$             58,$             44,$             41,$              3,$            915,$            775,$            138,$             68,$             64,$             63,$              1
Virginia,2005.0,$             77,$            949,$            760,$             62,$             44,$             41,$              2,$            956,$            822,$            134,$             71,$             64,$             63,$              1
Virginia,2006.0,$             79,$           1002,$            792,$             66,$             48,$             45,$              3,$            995,$            864,$            130,$             76,$             67,$             66,$              1
Virginia,2007.0,$             81,$           1062,$            811,$             70,$             46,$             43,$              3,$           1017,$            896,$            120,$             76,$             66,$             65,$              1
Virginia,2008.0,$             82,$           1122,$            842,$             77,$             46,$             44,$              2,$           1023,$            907,$            116,$             68,$             68,$             68,$              0
Virginia,2009.0,$             84,$           1163,$            850,$             82,$             45,$             43,$              2,$           1091,$            965,$            126,$             68,$             68,$             67,$              1
Virginia,2010.0,$             83,$           1108,$            834,$             85,$             42,$             40,$              2,$           1183,$           1058,$            125,$             67,$             67,$             66,$              1
Virginia,2011.0,$             82,$           1112,$            839,$             89,$             44,$             41,$              3,$           1225,$           1106,$            118,$             66,$             66,$             66,$              0
Virginia,2012.0,$             84,$           1133,$            858,$             91,$             44,$             40,$              4,$           1178,$           1057,$            121,$             67,$             67,$             67,$              0
Virginia,2013.0,$             86,$           1130,$            864,$             93,$             46,$             41,$              4,$           1246,$           1120,$            124,$             69,$             69,$             69,$              0
Virginia,2014.0,$             88,$           1082,$            871,$             97,$             45,$             42,$              3,$           1261,$           1139,$            122,$             71,$             71,$             70,$              1
Virginia,2015.0,$             92,$           1142,$            888,$            108,$             48,$             46,$              2,$           1218,$           1174,$             44,$             83,$             75,$             74,$              0
Virginia,2016.0,$             94,$           1137,$            891,$            114,$             48,$             46,$              2,$           1279,$           1229,$             50,$             92,$             76,$             76,$              0
Virginia,2017.0,$             97,$           1132,$            901,$            115,$             51,$             47,$              3,$           1296,$           1265,$             31,$             96,$             77,$             77,$              0
Virginia,2018.0,$             98,$           1169,$            929,$            118,$             52,$             49,$              3,$           1325,$           1295,$             30,$             92,$             79,$             79,$              0
Virginia,2019.0,$            103,$           1202,$            923,$            124,$             53,$             50,$              3,$           1476,$           1444,$             32,$            103,$             82,$             82,$              0
Virginia,2020.0,$            113,$           1225,$            926,$            140,$             56,$             53,$              3,$           1754,$           1718,$             36,$            114,$             89,$             89,$              0
Washington,1977.0,$            190,$            889,$            705,$             30,$             32,$             30,$              3,$            571,$            341,$            228,$            150,$            150,$            149,$              1
Washington,1978.0,$            188,$            872,$            722,$             29,$             31,$             29,$              2,$            572,$            380,$            188,$            148,$            148,$            148,$              0
Washington,1979.0,$            178,$            878,$            688,$             26,$             32,$             28,$              4,$            491,$            321,$            166,$            141,$            141,$            140,$              1
Washington,1980.0,$            165,$            796,$            649,$             27,$             29,$             26,$              3,$            591,$            418,$            172,$            128,$            128,$            128,$              0
Washington,1981.0,$            159,$            846,$            638,$             27,$             30,$             27,$              3,$            624,$            450,$            172,$            133,$            133,$            132,$              1
Washington,1982.0,$            149,$            746,$            601,$             31,$             29,$             27,$              2,$            529,$            376,$            152,$            123,$            123,$            123,$              0
Washington,1983.0,$            136,$            714,$            596,$             33,$             29,$             28,$              1,$            555,$            394,$            159,$            114,$            114,$            113,$              1
Washington,1984.0,$            124,$            740,$            641,$             35,$             27,$             26,$              1,$            581,$            411,$            169,$            105,$            105,$            105,$              0
Washington,1985.0,$            113,$            750,$            663,$             29,$             29,$             28,$              1,$            641,$            463,$            177,$             97,$             97,$             97,$              0
Washington,1986.0,$            113,$            767,$            677,$             34,$             32,$             27,$              5,$            655,$            440,$            202,$             98,$             98,$             97,$              0
Washington,1987.0,$            109,$            761,$            645,$             33,$             31,$             28,$              3,$            713,$            499,$            207,$             92,$             92,$             92,$              1
Washington,1988.0,$            103,$            819,$            643,$             37,$             35,$             30,$              5,$            688,$            503,$            178,$             87,$             87,$             87,$              0
Washington,1989.0,$             98,$            781,$            659,$             22,$             38,$             33,$              6,$            714,$            549,$            157,$             83,$             83,$             82,$              1
Washington,1990.0,$             93,$            848,$            652,$             44,$             38,$             32,$              6,$            836,$            632,$            195,$             79,$             79,$             78,$              1
Washington,1991.0,$             93,$            911,$            710,$             51,$             38,$             35,$              3,$            913,$            693,$            212,$             79,$             79,$             78,$              1
Washington,1992.0,$             93,$            923,$            724,$             54,$             39,$             34,$              5,$            987,$            776,$            208,$             80,$             80,$             80,$              0
Washington,1993.0,$             90,$           1024,$            728,$             52,$             37,$             33,$              4,$           1079,$            857,$            218,$             77,$             77,$             77,$              0
Washington,1994.0,$             83,$            971,$            746,$             66,$             37,$             33,$              4,$           1164,$            979,$            183,$             73,$             73,$             73,$              0
Washington,1995.0,$             78,$            955,$            731,$             71,$             35,$             30,$              5,$           1144,$            937,$            202,$             67,$             67,$             67,$              0
Washington,1996.0,$             75,$            938,$            724,$             73,$             35,$             31,$              4,$           1117,$            926,$            179,$             65,$             65,$             65,$              0
Washington,1997.0,$             77,$            961,$            727,$             74,$             37,$             33,$              3,$           1143,$            960,$            172,$             65,$             65,$             65,$              0
Washington,1998.0,$             81,$            964,$            750,$             78,$             38,$             33,$              6,$           1185,$           1003,$            169,$             67,$             67,$             67,$              0
Washington,1999.0,$             76,$           1024,$            765,$             92,$             38,$             34,$              4,$           1214,$            992,$            211,$             74,$             68,$             68,$              0
Washington,2000.0,$             83,$           1032,$            801,$             86,$             39,$             36,$              3,$           1286,$           1068,$            217,$             78,$             74,$             74,$              0
Washington,2001.0,$             84,$           1106,$            861,$             96,$             40,$             37,$              3,$           1338,$           1176,$            159,$             80,$             76,$             76,$              0
Washington,2002.0,$             87,$           1147,$            899,$             88,$             42,$             37,$              5,$           1462,$           1310,$            151,$             81,$             76,$             76,$              0
Washington,2003.0,$             88,$           1193,$            925,$             92,$             41,$             39,$              2,$           1433,$           1294,$            136,$             82,$             77,$             77,$              0
Washington,2004.0,$             93,$           1236,$            936,$             99,$             38,$             35,$              3,$           1419,$           1266,$            143,$             83,$             78,$             78,$              0
Washington,2005.0,$             99,$           1160,$            935,$            104,$             41,$             35,$              6,$           1412,$           1324,$             80,$             88,$             80,$             80,$              0
Washington,2006.0,$            102,$           1170,$            935,$            109,$             40,$             38,$              3,$           1334,$           1250,$             80,$             85,$             82,$             82,$              0
Washington,2007.0,$             97,$           1211,$            957,$            113,$             44,$             40,$              3,$           1347,$           1202,$            141,$             95,$             84,$             84,$              0
Washington,2008.0,$            100,$           1247,$            999,$            118,$             42,$             39,$              3,$           1393,$           1254,$            132,$             95,$             88,$             88,$              0
Washington,2009.0,$            101,$           1321,$           1013,$            126,$             43,$             39,$              3,$           1475,$           1328,$            139,$            102,$             91,$             91,$              0
Washington,2010.0,$            102,$           1230,$            976,$            130,$             40,$             38,$              2,$           1500,$           1349,$            145,$             96,$             85,$             85,$              0
Washington,2011.0,$             99,$           1241,$            980,$            128,$             39,$             37,$              2,$           1459,$           1325,$            130,$             90,$             82,$             82,$              0
Washington,2012.0,$            100,$           1164,$            892,$            146,$             59,$             57,$              2,$           1341,$           1249,$             91,$             81,$             76,$             76,$              0
Washington,2013.0,$              0,$           1210,$            899,$            163,$             62,$             57,$              5,$           1314,$           1230,$             82,$              9,$              0,$              0,$              0
Washington,2014.0,$              0,$           1186,$            918,$            163,$             60,$             55,$              4,$           1500,$           1418,$             79,$             22,$              0,$              0,$              0
Washington,2015.0,$              0,$           1206,$            918,$            168,$             63,$             58,$              6,$           1727,$           1652,$             72,$             28,$              0,$              0,$              0
Washington,2016.0,$              0,$           1252,$            978,$            163,$             63,$             58,$              4,$           1707,$           1630,$             73,$             36,$              0,$              0,$              0
Washington,2017.0,$              0,$           1254,$            964,$            150,$             43,$             38,$              5,$           1727,$           1701,$             24,$             35,$              0,$              0,$              0
Washington,2018.0,$              0,$           1253,$            962,$            149,$             45,$             40,$              5,$           1744,$           1720,$             22,$             10,$              0,$              0,$              0
Washington,2019.0,$              0,$           1186,$            961,$            150,$             44,$             40,$              5,$           1651,$           1627,$             24,$              6,$              0,$              0,$              0
Washington,2020.0,$              0,$           1252,$           1025,$            168,$             44,$             39,$              5,$           1790,$           1764,$             21,$              5,$              0,$              0,$              0
West Virginia,1977.0,$            163,$            425,$            384,$             15,$             29,$             24,$              5,$            419,$            307,$            112,$            122,$            122,$            122,$              0
West Virginia,1978.0,$            160,$            472,$            393,$             15,$             31,$             26,$              5,$            420,$            310,$            110,$            124,$            124,$            123,$              0
West Virginia,1979.0,$            151,$            561,$            463,$             14,$             35,$             31,$              5,$            401,$            298,$            102,$            108,$            108,$            108,$              0
West Virginia,1980.0,$            140,$            506,$            453,$             17,$             31,$             28,$              3,$            401,$            318,$             83,$            111,$            111,$            111,$              0
West Virginia,1981.0,$            128,$            471,$            427,$             15,$             30,$             27,$              3,$            386,$            304,$             81,$             96,$             96,$             96,$              0
West Virginia,1982.0,$            107,$            411,$            380,$             13,$             29,$             27,$              2,$            373,$            300,$             73,$             83,$             83,$             83,$              0
West Virginia,1983.0,$             95,$            472,$            435,$             14,$             29,$             27,$              2,$            398,$            321,$             76,$             66,$             66,$             66,$              0
West Virginia,1984.0,$             83,$            514,$            467,$             20,$             28,$             25,$              2,$            420,$            328,$             91,$             60,$             60,$             60,$              0
West Virginia,1985.0,$             76,$            538,$            486,$             21,$             31,$             27,$              4,$            448,$            346,$            102,$             56,$             56,$             56,$              0
West Virginia,1986.0,$             73,$            569,$            521,$             16,$             31,$             28,$              3,$            562,$            426,$            135,$             52,$             52,$             52,$              0
West Virginia,1987.0,$             70,$            537,$            501,$             13,$             32,$             29,$              3,$            627,$            490,$            136,$             62,$             62,$             62,$              0
West Virginia,1988.0,$             64,$            528,$            486,$             18,$             29,$             28,$              1,$            585,$            459,$            126,$             55,$             55,$             55,$              0
West Virginia,1989.0,$             61,$            595,$            540,$             20,$             30,$             27,$              3,$            614,$            490,$            124,$             60,$             60,$             59,$              0
West Virginia,1990.0,$             59,$            612,$            546,$             20,$             31,$             28,$              3,$            698,$            566,$            131,$             57,$             57,$             57,$              0
West Virginia,1991.0,$             75,$            651,$            592,$             23,$             27,$             24,$              3,$            748,$            628,$            120,$             51,$             51,$             51,$              0
West Virginia,1992.0,$             47,$            681,$            608,$             26,$             24,$             23,$              2,$           1117,$            993,$            124,$             41,$             41,$             41,$              0
West Virginia,1993.0,$             46,$            700,$            620,$             30,$             23,$             22,$              1,$           1374,$           1258,$            115,$             42,$             39,$             39,$              0
West Virginia,1994.0,$             44,$            716,$            647,$             28,$             32,$             30,$              2,$           1481,$           1363,$            116,$             43,$             37,$             37,$              0
West Virginia,1995.0,$             42,$            766,$            642,$             76,$             35,$             29,$              6,$           1468,$           1359,$            106,$             44,$             36,$             36,$              0
West Virginia,1996.0,$             41,$            760,$            675,$             31,$             36,$             29,$              6,$           1437,$           1337,$             96,$             40,$             35,$             35,$              0
West Virginia,1997.0,$             41,$            758,$            676,$             34,$             36,$             31,$              6,$           1421,$           1363,$             51,$             39,$             35,$             35,$              0
West Virginia,1998.0,$             41,$            772,$            680,$             33,$             38,$             32,$              6,$           1441,$           1375,$             61,$             38,$             35,$             35,$              0
West Virginia,1999.0,$             40,$            806,$            714,$             34,$             36,$             32,$              4,$           1428,$           1392,$             31,$             39,$             35,$             35,$              0
West Virginia,2000.0,$             41,$            845,$            727,$             38,$             44,$             38,$              6,$           1465,$           1419,$             38,$             43,$             36,$             36,$              0
West Virginia,2001.0,$             41,$            828,$            726,$             42,$             31,$             29,$              2,$           1269,$           1201,$             68,$             39,$             36,$             36,$              0
West Virginia,2002.0,$             42,$            941,$            790,$             50,$             38,$             36,$              2,$           1702,$           1620,$             81,$             43,$             37,$             37,$              0
West Virginia,2003.0,$             43,$           1067,$            836,$             42,$             42,$             39,$              3,$           1731,$           1658,$             70,$             43,$             38,$             38,$              0
West Virginia,2004.0,$             45,$           1003,$            848,$             53,$             44,$             40,$              5,$           1703,$           1628,$             73,$             50,$             39,$             39,$              0
